userId,movieId,rating
0,0,0.7777777777777777
0,2,0.7777777777777777
0,5,0.7777777777777777
0,43,1.0
0,46,1.0
0,62,0.5555555555555556
0,89,1.0
0,97,0.7777777777777777
0,124,1.0
0,130,1.0
0,136,1.0
0,184,1.0
0,190,0.5555555555555556
0,197,1.0
0,201,0.7777777777777777
0,224,1.0
0,257,0.5555555555555556
0,275,0.5555555555555556
0,291,1.0
0,307,0.7777777777777777
0,314,0.7777777777777777
0,320,1.0
0,325,0.7777777777777777
0,367,0.5555555555555556
0,384,0.7777777777777777
0,398,1.0
0,418,0.7777777777777777
0,436,0.5555555555555556
0,461,1.0
0,476,0.7777777777777777
0,484,0.7777777777777777
0,485,1.0
0,508,0.7777777777777777
0,509,0.7777777777777777
0,510,0.7777777777777777
0,513,1.0
0,520,1.0
0,546,0.5555555555555556
0,551,1.0
0,559,0.5555555555555556
0,592,0.7777777777777777
0,594,0.5555555555555556
0,615,0.5555555555555556
0,632,0.7777777777777777
0,701,1.0
0,705,1.0
0,720,1.0
0,723,0.7777777777777777
0,734,1.0
0,767,0.5555555555555556
0,781,1.0
0,782,1.0
0,783,1.0
0,786,1.0
0,787,0.5555555555555556
0,788,1.0
0,789,1.0
0,797,0.7777777777777777
0,801,1.0
0,810,0.7777777777777777
0,815,1.0
0,819,1.0
0,827,1.0
0,828,0.7777777777777777
0,830,1.0
0,835,1.0
0,855,0.7777777777777777
0,862,1.0
0,897,1.0
0,898,1.0
0,899,1.0
0,906,1.0
0,908,0.7777777777777777
0,910,1.0
0,913,1.0
0,914,0.7777777777777777
0,919,0.3333333333333333
0,920,1.0
0,922,1.0
0,924,1.0
0,926,1.0
0,938,1.0
0,954,1.0
0,956,0.5555555555555556
0,963,0.7777777777777777
0,968,1.0
0,973,1.0
0,976,1.0
0,980,1.0
0,989,1.0
0,995,1.0
0,1035,0.7777777777777777
0,1059,0.5555555555555556
0,1075,0.5555555555555556
0,1083,0.5555555555555556
0,1109,0.5555555555555556
0,1125,0.7777777777777777
0,1145,0.7777777777777777
0,1153,1.0
0,1170,0.7777777777777777
0,1180,1.0
0,1182,0.5555555555555556
0,1189,1.0
0,1217,1.0
0,1219,0.7777777777777777
0,1223,1.0
0,1234,0.5555555555555556
0,1260,0.5555555555555556
0,1297,1.0
0,1318,0.7777777777777777
0,1325,0.7777777777777777
0,1331,1.0
0,1332,0.7777777777777777
0,1400,0.7777777777777777
0,1406,1.0
0,1430,1.0
0,1443,0.7777777777777777
0,1474,0.7777777777777777
0,1479,1.0
0,1486,0.7777777777777777
0,1492,1.0
0,1502,0.7777777777777777
0,1504,1.0
0,1515,0.7777777777777777
0,1516,1.0
0,1521,0.7777777777777777
0,1525,1.0
0,1542,1.0
0,1552,1.0
0,1555,0.5555555555555556
0,1556,1.0
0,1558,0.7777777777777777
0,1561,0.7777777777777777
0,1566,0.7777777777777777
0,1575,1.0
0,1576,1.0
0,1594,1.0
0,1596,1.0
0,1598,1.0
0,1600,0.7777777777777777
0,1616,1.0
0,1627,0.7777777777777777
0,1643,0.7777777777777777
0,1673,0.3333333333333333
0,1686,0.7777777777777777
0,1690,0.7777777777777777
0,1703,1.0
0,1733,1.0
0,1742,0.3333333333333333
0,1754,1.0
0,1767,0.7777777777777777
0,1787,1.0
0,1789,0.3333333333333333
0,1795,1.0
0,1805,0.7777777777777777
0,1813,0.5555555555555556
0,1825,1.0
0,1841,0.7777777777777777
0,1849,1.0
0,1857,1.0
0,1865,0.7777777777777777
0,1873,0.7777777777777777
0,1882,1.0
0,1903,0.5555555555555556
0,1904,1.0
0,1916,1.0
0,1938,1.0
0,1945,1.0
0,1956,1.0
0,1970,0.7777777777777777
0,1971,0.3333333333333333
0,1978,0.7777777777777777
0,1985,0.7777777777777777
0,1986,1.0
0,1989,0.7777777777777777
0,1990,0.7777777777777777
0,1993,1.0
0,1996,0.5555555555555556
0,2019,1.0
0,2027,1.0
0,2037,1.0
0,2076,1.0
0,2102,0.7777777777777777
0,2125,0.7777777777777777
0,2144,1.0
0,2156,1.0
0,2181,1.0
0,2192,0.7777777777777777
0,2214,1.0
0,2216,1.0
0,2217,1.0
0,2218,1.0
0,2224,1.0
0,2246,0.7777777777777777
0,2248,1.0
0,2252,1.0
0,2254,1.0
0,2257,0.7777777777777777
0,2284,1.0
0,2285,1.0
0,2300,1.0
0,2301,1.0
0,2308,0.7777777777777777
0,2370,1.0
0,2386,0.7777777777777777
0,2392,0.1111111111111111
0,2429,0.5555555555555556
0,2432,0.5555555555555556
0,2438,1.0
0,2458,1.0
0,2523,1.0
0,2568,0.7777777777777777
0,2569,0.7777777777777777
0,2570,1.0
0,2576,1.0
0,2578,1.0
0,2599,0.7777777777777777
0,2604,0.7777777777777777
0,2632,0.7777777777777777
0,2670,1.0
0,2692,0.7777777777777777
0,2709,0.7777777777777777
0,2729,1.0
0,2760,1.0
0,2761,1.0
